Baron von Knifty|Religions that dreamed up a god also came up with good a rendition of a devil. Gotta have the devil to scare everyone into packing the pews. But the church doesn’t give the devil nearly as much importance–great big church, very small confessionals. It should be the other way around.
Baron von Knifty|My dog tells more truth in one bark than all the goddamn popes that ever were.
Baron von Knifty|There’s a book, “The Bible For Dummies.” It’s a second printing. The first printing was simply called “The Bible,” and it too was written for dummies.
Lucy Stewart|Why does the bible tell us that homosexuality is a sin?  Is it because it is seen as being unnatural?  Then, if that is the case...then it is similar to god, since god is not a natural being, he is a supernatural being.  He does not comply with the laws of nature!!  How hypocritical!!
Baron von Knifty|The religious are like the canary in the coal mine, except there’s some logical meaning attached to the canary’s death. 
Dan Wernberg|I am bemused that the word of god is changing nearly as quick it is being disproved
Richard Dawkins|The God of the Old Testament is arguably the most unpleasant character in all fiction: jealous and proud of it; a petty, unjust, unforgiving control-freak; a vindictive, bloodthirsty ethnic cleanser; a misogynistic, homophobic, racist, infanticidal, genocidal, filicidal, pestilential, megalomaniacal, sadomasochistic, capriciously malevolent bully.
Baron von Knifty|Although “In God We Trust” is splashed everywhere, they won’t accept him as a co-signer at the bank.
GORE VIDAL|The great unmentionable evil at the center of ourculture is monotheism. From a barbaric Bronze Agetext known as the Old Testament, three anti-humanreligions have evolved - Judaism, Christianity, andIslam. These are sky-god religions. They are, literally,patriarchal - God is the Omnipotent Father - hencethe loathing of women for 2,000 years in thosecountries afflicted by the sky-god and his earthly maledelegates.
GORE VIDAL|The great unmentionable evil at the center of ourculture is monotheism. From a barbaric Bronze Agetext known as the Old Testament, three anti-humanreligions have evolved - Judaism, Christianity, andIslam. These are sky-god religions. They are, literally,patriarchal - God is the Omnipotent Father - hencethe loathing of women for 2,000 years in thosecountries afflicted by the sky-god and his earthly maledelegates.
Danny|the only difference between humans and animals is the Religion,animals kill only a small number to survive yet people kill thousand for some fake idea.
Alexa Z.|"who created you then?" asks someone. "I don't waste my precious time plundering that, i live on, and then die. It doesn't matter in the end who created me, it matters that we live at all."
Anthony W. Allsop|Creationist reckon that we all spring from Adam and Eve. Evolutionists reckon we spring from earlier primates.Well I - for one - would much rather believe I was born of apes that then evolved, rather than from a string of incestuous relationships.You may quote me on that.
Trevor Anderson|Why do so many people believe the world is round? Ancient civilizations clearly believed that the world is FLAT. Oh wait... they were wrong. So why is their concept of the beginning of the mankind and the world so much more acceptable?
&#8212;HEINRICH HEINE, GEDANKEN UND EINFALLE|In dark ages people are best guided by religion, as in a pitch-black night a blind man is the best guide; he knows the roads and paths better than a man who can see. When daylight comes, however, it is foolish to use blind old men as guides.
Baron von Knifty|I am more powerful than god because I can ignore him, but, by definition, god is forced to believe in me.
Baron von Knifty|The scariest sound is the pealing of church bells. They gather together the close-minded. 
Stoner|The Bible? Ya, it's great for rolling joints.
Brady Begin|A friend of mine (who is Christian) recently told me that the difference between a world with God and a world without is hope and healing. Which I find extremely childish. Saying you need God for hope and healing is the same thing as saying you need a parent to hold your hand and give you a band-aid when you're hurt.
Jake Garner|If god gave his people free will, then why does he punish those whose will is sience
Jake Garner|If the acients believed in gods such as zeus, then surely when the last bible is lost people in the future will laugh upon the religions of today, Each God is just another fairytale
Brent Yaciw...|"Fundamentalists are like the fir trees in German forests: they cannot stand alone, and are only stable when crowded together, branches locked with those of their brothers. That is why we must always fear them, because they will always hate us for our individualism."
Fran Lebowitz|"Randomness scares people. Religion is a way to explain randomness."
Stephen King...|"The beauty of religious mania is that it has the power to explain everything. Once God (or Satan) is accepted as the first cause of everything which happens in the mortal world, nothing is left to chance...logic can be happily tossed out the window." 
Bibleman|Churches focus on "teaching the people" and yet the bible says that eating from the 'tree of knowledge' is what got us here in the first place.  Shouldn't pastors focus on getting people to stop eating from the fruit of knowledge?  Oh wait they do.
Edward Abbey|Whatever we cannot easily understand we call god. Belief in the supernatural reflects a failure of the imagination.
Adam Webber|God is one hell of a critic.
Vancoqt|It’s time for us as great lovely humans to care for one another without any invisible means of support and be brave enough to live as proud humans, stay united with sure confidence to explore the universe and unknowns.
Confucius’s quote|Not knowing about life, how is it possible to know about death.
Howard Stern|I'm sickened by all religions. Religion has divided people. I don't think there's any difference between the pope wearing a large hat and parading around with a smoking purse and an African painting his face white and praying to a rock.
Karl Marx|Religion is the opiate of the masses.
Don't know|An atheist is someone with no invisible means of support
Morse Smith|" And the sun shall rise from the west, and that is dooms day" said god in the quran, " but gad, the earth has already changed it's direction" said a scientist.
Herman Melville|Already we have been the nothing we dread to be
Anonymous|God created men in HIS IMAGE, so he created the gays in is image too, therefore god is bisexual...
anonymous|The biggest failure about the bible, is that there's no way to tell which parts are meant to be taken literally, and which parts are supposed to be methapors
Naes Lencalb|Nobody really knows, stop thinking that you do and bask in all that is despair.And on that joyfull hypocritical note its been a long time coming but ive realised that this is actually quite sad in every sense of the word. dntytyolndysdrarumyoltip,yufijnertiwr6w456w6 k,;.pou9056234£"^&U&^ueyjbnkfuo8o9,;hoNow that makes sense
Naes Lencalb|If God is all knowing, then wasn't the creation of life and the universe a waste of his time as he already knew the future of everything-it would seem childish and in need for attention for God to want man/woman to obey him, espacially aware of the future results of this 'test'. If i believed in God I would ask him kindly to seek medical attention for his bafflingly moronic issues.
Richard Bach|"When you learn what the world is, how it works, you automatically start getting miracles, what will be called miracles. But of course nothing is miraculous. Learn what the magician knows, and it's not magic anymore." 
Unknown|Those who need a god will have one. 
Anthony W Allsop|Terrorism, how DO we stop the world from meltdown? How DO we tackle this religion inspired problem? The only serious answer I can come up with is a joint effort to educated and persuade these people that gods do not exist! That gods are the invention of  Man and men have written the revered holy books in much the same way as you or I could write fiction.
(Satevis)|“The Universe just exists, dude. It's simpler than saying God just exists. At least we know the Universe is real.” 
Leslie Vermazani|If God helps those who help themselves then those who help themselves must be God, 
Carl Weast|If God could inpreganatea woman without touching her and have a son, why was it necessary to take a rib out of Adam in order to make a woman? 
Marquis de Sade|The idea of God is the sole wrong for which I cannot forgive mankind. 
Hunter Blake Lowery|One thing that’s gets on my nerves is when people find out I don’t believe in God, their first question is “Then how where you made?” I’m honestly ashamed that my peers don’t know how life is made. Apparently God made me. 
David Rohlf|The ark is suppose to be twice the size of the Titanic right? If Noah built a ship with the help of his 3 sons in a week...Then why did it take 15,000 men and over 2 years to finish the Titanic? 
Walker Mckeag|Creationists are always making up stories, to justify made up stories. 
Efi B.|Atheism is a non-prophet organization 
M Campbell (Businessman & Investor)|The futility of prayer is incredibly absurd, why are there people across America gathered in churches praying for things that they believe will simply be willed upon by God? If I was God I wouldn't create a whole universe then focus on one miniscule sector and spend all of my time answering their questions, that's not good practice of time management...
David Rohlf|I am a baptized,communionized,confirmed Catholic and yet I do not believe in God. 
Pete F.|Religion: 1)A cult that has been  accepted by society 2) A set of beliefs based on imagination and stupidity 
MIK|Through out the ages the machinery of religion has achived exactly that which it was designed to do.     Raise Armies! 
Jonathan Miller|The reason I'm so reluctant [to call myself an atheist] is that atheism itself has acquired almost sectarian conotations and it hardly, as far as I can see, seems worthwhile having a name for something which scarcely enters my thoughts at all... 
DRS|If 14% of the US is non-religious, the remaining percentage must be carrying defective genes to develop all the weird religions in this country. 
Someone with a terrible headache|Ugghhh... my head.... ugh, it hurts to think.... somebody please.. give me a Bible. 
Tom McKay|If There Is A Good And Compassionate God, He Is Not Of This Universe. How Do I Know? The Bible Tells Me So. 
Chicago|I swear there ain't no heaven and I pray there ain't no hell. 
sweet jesus|When I kill people I get sent to prison but when God let's those people that I kill die, it's ok.
andrew burnside|When 8 sprinters cross themselves before a race, God must wonder where to bestow his benevolence.  When the sprinters finish, God must wonder where He went wrong
Naes Lencalb|Heat rises so shouldn't hell be cold?
Robert DesLauriers|"If god is all good,all powerfull and all knowing,then it would be good to believe in god. And if god controls my mindand body,therefore I must believe in god. But I do not,ergothere is no god."
WWII sniper|There is no god in my scope
Anthony W Allsop|You have only one life so make the most of it.
Ryan Phillips|if god has the power to cure cancer then why doesn't he use the same powers to prevent it from infecting someone in the first place? especially when a perfectly dedicated christian gets cancer and dies???
George Carlin|"My god has a bigger dick than your god."
The Reverend Doctor 348CH|JESUSthe fabled bastard son of your imaginary little friend
Baron von Knifty|I firmly believe there is a hell on earth, and it is called formal, organized religion.
liizziie|if jesus could ever come back do you think he would want to see a cross?then why do you wear them ?
Joseph Campbell|Religion is mythology misunderstood.
J. Latona|a god that takes orders in the form of prayer,from lesser mortals,is no god anybody should praise
Vancoqt|If there is god(s), human as a lowly mortal cannot explain to fellow humans about god(s), god-self could do them impeccably. Billions of lies don’t make any truth. No written book dictates last word about god(s). Fellow humans need to be matured enough to engage reality.
Naes Blacklen|If god created my brain its his fault for giving me the choice of independance.
Unknown|If there are gods, and they are truly just, they will judge me by my actions rather than my beliefs, and if there are gods, and they judge me by my faith, I don't want to worship them anyway. 
Ernest Blum|When I converted to christianism finally I began to see the darkness in the entrance of the tunnel. 
me|Save the Rainforest- Stop printing Bibles 
Dave M|Bible death count:  God caused 2,270,365 deaths, not including the victims of Noah's flood, Sodom and Gomorrah, or the many plagues, famines, fiery serpents, etc for which no specific numbers are given. Satan's total is 10. Kinda makes Satan look like the good guy don't it.
Hunter Blake Lowery|People say without religion hate would embellish the world and with religion at its supreme the world would be completely at peace, but they are too blind to realize the root of all hatred and evil in the world is because of religion. Therefore only 
isus|If God is everything, then everything is God. I am part of everything and I am part of God. No end, no start, no top, no bottom, just a circle, not a cross. 
Durgadas Prasoon|Fear and prayer is having a relation, the latter is based on former 
Po-An|Perfect beings aren't supposed to get bored 
Unknown|Man is born to die. 
Michael Bell|God dies with each of its followers 
Edward Abbey|The missionaries go forth to Christianize the savages--as if the savages weren't dangerous enough already.
Some College Kid|Were it not for religion, wars would simply cease.  The concept of religion has caused the world's strife, where science looks to soothe it. 
behold|The only reason why priests are not considered insane is that they get payed for it
anonymous|science tries enhance human knowledge, whilst religion tries to pull it back
B.Barr|Ignorance is a God given trait.
Jonathon Miller|In some awful, strange, paradoxical way, atheists tend to take religion more seriously than the practitioners. 
T. J. Neubig|Closing your eyes and looking up to heaven is like opening your eyes during a sand storm 
Gutierrez E. Bryan|One can impeach religious wisdom either if it inhibits scientific knowledge or if it becomes destructive, disruptive, and erroneous for the human kind. 
Michael Bell|I only have faith for my sense 
Woody Allen|"I do occasionally envy the person who is religious naturally, without being brainwashed into it or suckered into it by all the organized hustles." 
KPL1955|"BORN ALRIGHT THE FIRST TIME" 
Adam|Stop killing man, start killing God.
Anonymous|Thank God I'm an atheist.
Anonymous|If this notion of an omnipotent being is in actual fact real, then I want to elect a new ruler- he's doing a ridiculously poor job.
Baron von Knifty|“The followers are restless! Quick! Bring out the wafers and fire up the smoking purse!”
Viper|It takes no more than mere common sense to figure out the truth about GOD.. and yet the world is obsessed with religions
Baron von Knifty|You’ll never be a complete person until you realize the only power in the universe that means anything is the power of the brain. Shut it down with asinine religion and the world will become very, very dark again.
Micheal Perri|Agnosticism is when you believe and don't belive AT THE SAME TIME!
Baron von Knifty|Jesus Saves–At Chase Manhattan.
Tim Murray (PKA Tim Kilgore)|*Corrected*God: Lovingly Killing His Creations That Disagree With Him Since The Dawn Of Time.
Tim Murray (PKA Tim Kilgore)|God: Lovingly Killing His Creations Since The Dawn Of Time.
Bob Bergey|If you were going to start a religion why choose the name god, its dog backwards, Bob is so much better, its the same both ways.
Nico Fourie|if god really wanted me to be a christian, he would come down and ask me :-)
Carl Allen|Religious text of the past is the literary entertainment of the future.
anonymous|Ask a catholic, "Would you get on your knees and please Jesus if he asked you to?" I think you'd be surprised by their answer.
Charles J. Hunsinger|"Life, I reasonably think, is all we know, all we will ever know. Embrace it for this knowledge can be wasted for it is not known for long or by everyone."
Albert Einstein|One strength of the communist system of the East is that it has some of the character of a religion and inspires the emotions of a religion.
Unkown|Several thousand years ago, a small tribe of ignorant near-savages wrote various collections of myths, wild tales, lies, and gibberish. Over the centuries, these stories were embroidered, garbled, mutilated, and torn into small pieces that were then repeatedly shuffled. Finally, this material was badly translated into several languages successively. The resultant text, creationists feel, is the best guide to this complex and technical subject.
W.T. Root|Indifference to religion, due to thought, strengthens character.
Trent Moranz|If Jesus is coming back, what's do you think he'll do when he finds out the people who say they love him most have been piling all their garbage in his dad's garden for the last 2,000 years?
howard moore|there is no field outside of the field of organized religion, where mankind has his own ignorance and arroggance so well organized, and so easily impposed upon others!
Mike White|Through faith even the impossible is possible, through reason the impossible looks increasing improbable.
Anthony W Allsop|"All things bright and beautiful, all creatures great and small........  The flea, the mosquito, the midge, the parasitic worms, cancer, bubonic plague, fevers, the locust, Hitler, Stalin, Pol Pot, Bin Laden......... The Lord God made them all."
Carl Weast|I once believed in the healing power of God. I watched the sick and elderly throw away their crutches, canes and leave their wheelchairs behid. I was at the Salvation Army the following day and saw some of these same people there looking for the same type of items they had thrown away. The power of the mind is powerful.
W. Fristoe|Neither God, if it exists, nor the universe, has any meaning at all without life. We provide the universe it's meaning, not the other way round. 
W. Fristoe|Christians often assert that, because no one was present during the origin of the universe, no one can know anything about the origin of the universe. But this claim is analogous to saying that, because the police forensic detective was not present a 
W. Fristoe|Since most of the people who're alive are oblivious, what difference will postmortem oblivion make to them? 
zubair zehri|when you are in religion you donot understand humanism 
Hunter Blake Lowery|In your entire life have you seen God or Jesus? Have you taken witness to a biblical experience? Chances are not. Isn’t it funny this God everyone worships doesn’t show any sign of existence, not even to his most obedient followers. 
David Rohlf|As a kid your parents,teachers and preachers tell you that God does exist and to not question faith. You do as your told. 
Ryan Wojcik-Andrews|There may be something up there, something different beyond space, time and imagination, but it is not god, or at least the omnipotent god that everybody dreams about. 
doobrah|this is as close as it got to the last supper 
Joel|If god is all knowing why did he create satin knowing that he would betray him? 
al-Ma'arri, Syrian Poet, died 1057|Now this religion happens to prevail/Until by that one it is overthrown/Because men dare not live with men alone/But always with another fairy tale. 
Stig Nasty|The more complex any sects dogma is, the more convinced they are that they are correct and that all the others are false. 
paul hampson|jesus 2000 years ago is like a terrorist today he was killed then for being different and he would have been killed today for being different 
Eleni|God is like the Tooth Fairy. She doesn't exist, but the whole idea is cute.
Anonymous|If god truly existed, everyone would know.
Jordan Caldwell|If the devil was a angel to begin with, and the devil represents and causes all evil... Why can't god rid the world of him?
savage beastie|Catholic Priest - "Save a horse, ride a child."
chud|If someone was born and died not knowing nothing of God or Hell, then where would they go?
Christina|Who needs a god when the tangible world around us is so miraculous?
Baron von Knifty|Truth always trumps any god.
Baron von Knifty|Of course the religious are being watched very closely by a Higher Power, but it’s not god watching them; it’s the Atheist. 
Jake Garner|Top three Fiction Books of all Time:.The Bible.Lord Of The Rings.Treaure IslandIts true, the bible is the fiction writers best seller.
Tyler the Unjust|Religion is basically this: A primitive method of control used to oppress and control primitive people. In no way should it hinder an evolved people such as ourselves. If the priests and monks want to put their time to good use, they will begin searching their texts for a way to control the modern man. In essence, religion, like the dinosaur, had its time.
Arthur Schopenhauer|“Religion is the masterpiece of the art of animal training, for it trains people as to how they shall think.”
Naes Lencalb|Literature written thousands of years ago is hardly enough for someone to base their very existance and entire reality upon surely. Does it really answer the unanswerableble it could be opinion -how could you ever be sure, what if there was a typo, or it was just an old novel. Im sure a lot of it all adds up but then so does Stephen Hawkings work. im talking of course of the Bible and many other religous texts. Will people be reading 'star wars' books thousands of years from now and worshiping George Lucas. It certainly wouldn't suprise me. ??If there is a God whats the point of ze great big baffling universe we cant grasp- seems a waste of space(no pun intended) if it dosnt have a devine purpose? Id love to visit the Andromena galaxy but cant excell past the speed of light so ill just look at it and ponder seems pointless really.
Naes Lencalb|Essentialy nobody could possibly determine the existence of God without using that futile and insulting word FAITH which by itself holds a somewhat lack of evidence. Yet nor can you disproove the existance of 'God/s' for that matter without using a word like probability (we know only of science and math that is pretty much our reality), thus atheism in effect is just as ignorant and self-righteous as the degenerate baffons who follow doctrines towards certain God/s.WAKE UP- HAVE A CUP OF COFFEE OR WHATEVER YOUR MORNING TIPPLE IS- HOW ON EARTH (literally) COULD YOU POSSIBLY PROOVE OR DISPROOVE GOD AND REALLY BE SURE OF IT. I do not believe in what you might describe as a conventinal 'God' and certainly do not follow any dogma's or religion i dont even believe in moral truth or ethical justice for that matter. But is it not possible even probable that a higher being of unimaginable, uncomprehendable 'being' (for better word)that is beyond our primitivley pacievable reality or our intricatly vast universe could 'exsist'(whatever that means) why does a 'god' or 'higher entity' have to be labled as part of a religion.I dont know and niether does anyone else. Existance of god?-not even worth answeringAGNOSTICISM NIHILISMIn addition to this utterly pointless rant which indeed it is, at least athiests dont just bend over, they challenge despite of mass confusion. Yet still cannot disproove god to anything little than an idea-well maybe ones of religion ie. Christianity- I do feel people of religious faiths are excrutiatingly nieve.IF you disagree please write something after this post that provokes thought, is challenging and holds some integrable truth I'd genuinely be interested i could be wrong, i might be right but dont give in without a fight-i joke, i joke- i cant fightI feel that i have turned this magnificent resource of credible archive insights into a relentless chatroom-sorry  mr chris beach, all apologiesI really dislike relgion, even if it were for the better of mankind which it almost certainly is not, it disturbs me to think that people would rather have a comfort blanket of denial (faith) rather than facing the sure reality and horror that is life and to have liberty of mind and intelligence. sorry if i have affended i dont want to come across smug although im sure ive succeded in doing so admirablyAGNOSTIC APATHY for the better? smblak12345@aol.com
David Wilkinson|For some faithful folk, religion is like sausage shaped balloon. An argument against a religion is like a finger pressing down on the balloon. No matter where we press, the rest of the balloon may remain inflated, particularly if we just press at random, as the rest of the balloon may absorb the stress. Thus it is necessary to ensure that the religious person is brought to as complete and systematic an understanding of their faithty bubble as possible, if it is to burst.
W. Fristoe|We are all fish in the sea of life, caught on our own hooks. 
Hunter Blake Lowery|God says "Obey me or burn." reminds me of someone... Oh yeah Hitler! 
David Rohlf|God willing to prevent evil is as good as a promise as our president is willing to prevent another terrorist attack 
David Rohlf|Religion is a non profit organization huh? Then explain why the priest holds up the basket full of cash that you just put in and is basically saying 'Ha Ha Ha I got all your money again!' 
Cedrik Definney|Theology and Theory sound alot alike 
Miroslav Goldgamer|God exists for those who believe in him. Those who believe in themselves are Gods.
Nico Fourie|You need less imagination to believe that the world has just always existed than believing a god magically appeared who then with his magic powers created the world and everything else..
anonymous|If everything is according to gods plan, how do we have free will?
Clarkey|Bobby just needed a textbook to tell him that the world is round; Sally needed Nasa pictures; Tim needed to become an astronaut and see it himself; Rachelle needed mathematical theorems. They all went to hell because the world was actually a pear. 
savage beastie|The difference between theists and atheists is that theists believe in something, while atheists like us think something like "i think we evolved from primates(already been proven)" other than " i believe in existence of god". The only arguement a religous person can make is saying ethier " you can't disprove god" or " your going to hell" over and over again! Right, i cant disprove god, but you cant prove him. Its like in science when if you dont know something then you deny it. If you didnt do that than you be confused and distracted by other questions while trying to focus on one subject.
George Smith|God is not matter; neither is nonexistence. God does not have limitations; neither does nonexistence. God is not visible; neither is nonexistence. God cannot be described; neither can nonexistence.
Toja|I can't prove angels do not exist. Still, I would rather take a plane to reach the sky.
Unknown|If God knows all, then how can there be free will? If he knows what we will do, then we cannot decide what we do. God cannot even decide what he does. This paradox is broken by the religious with an incapability of understanding. This paradox is broken by the wise with logic.
vancoqt|The Christians are still having fun in their imaginary wonderland by proclaiming that theirs are the biggest and fastest growing religion in the world.The stark contrast is that they are the biggest alley of clowns fooling themselves under the delusion of a promised eternity that have caused the most substantial divide in human history.
Vancoqt|The best thing about heaven is that you can always visit the place in your dream and leave when you wake up.
cliff c kirtley|one single fact of a god all would belive,just a mustard seed of evidence we all would belive
Wulin|The reason we have religion, it is because human can lie,The reason we have science, it is because religion can lie.Telling a true is easy by human.Telling a lie is almost impossible by science
Anonymous|Don't you think if god was real he would do something about the thousands of deaths,the people that don't believe in him,try to prove hes real so he wouldn't have to send all these people to hell....If he is real he doesn't care for his people. 
W. Fristoe|An insult cannot be given, it can only be taken. 
jesus (on the cross)|dood, this sucks ass 
Billy Green|Nobody ever got enlightened by being wrong. 
Roy Zimmerman|And it began to rain toads and fire and he brought seven plagues. Jesus would not preach hate, Jesus would not stand in rubble and say I told you so, Jesus would not use an international catastrophe to score points for some narrow misogynistic antis emetic homophobic interpretations of his life and teachings. And if people are vengeful, jealous and violent maybe is because YOU created them in YOUR image
8 Track Mind|i like it when baseball players hit a home run and point their index finger up in the air and look up with their heads. I have never figured out why when they strike out they don't look up and raise a different finger.
John Bremner|Proof of the non-existence of GodTo most believers god is omniscient and omnipotent. However, there are a few problems with this view that are difficult to surmount. If god is omniscient - all knowing, all seeing, then by definition he knows everything there is to know, past, present and future. By definition, therefore, he cannot learn anything, because to learn something would imply that he did not already know that thing. However, a god who cannot learn is not omnipotent - all powerful, because there is something that he cannot do. If on the other hand, God is capable of learning, he cannot be omniscient, because by definition there must be something that he does not know. Therefore god is not both omnipotent and omniscient. However, this does not necessarily mean that he is not one of these things.  A closer look at these arguments  though, makes it clear that omnipotence includes omniscience - an all powerful god is a god capable of doing anything including knowing things. However, since it has already been established that both qualities cannot coexist in god, there is no omnipotent god.Let P represent omnipotence.Let O represent omniscienceIf P exists, it must include O.P does not include O therefore P does not exist. This leaves only the possibility of God being omniscient. However, A closer look at these arguments again, makes it clear that omniscience includes omnipotence, because an omniscient god is a god that knows everything, including how to make anything happen. However, since it has already been established that both qualities cannot coexist in god, there is no omniscient god.If O exists, it must includes P.O does not include P therefore O does not exist.Hence there is neither an omnipotent god or an omniscient god, and anyone who believes in any current version of God is wrong.
Wulin|Seeking wisdom, requires understanding and learning from many books.Seeking god, requires believe and faith from a book.
kleinski²³|Im an Atheist! Religion makes me sick! 
Joel|God is like a banana, the more you peal it the more you suck a cock,. 
Baron von Knifty|Now wait a minute. Let me get this straight. If you’re saying I’m made in god’s image, then god has anal warts too?
John|Remember when the millions of Jews "prayed to god" not to die; that sure worked.
Robert Aikman|Watch out God,the atheist's are coming!
anonymous|The word "Faith" is a derivation of the word "Fail"
anonymous|faith is for underachievers, lazy-minded people.
Tom Lehrer|The Lord's our shepard says the psalm,But just in case, we're gonna get the bomb.
Voltaire|A witty saying proves nothing.
Bob|Religion is like a cigarette, you light it, you smoke it and at some point it will end. 
Gavin O'Hare|No Proof = Doesn't Exist
Robert G. Ingersoll|About the Holy Bibleby Robert G. Ingersoll1894**** **** Somebody ought to tell the truth about the Bible. The preachers dare not, because they would be driven from their pulpits. Professors in colleges dare not, because they would lose their salaries. Politicians dare not. They would be defeated. Editors dare not. They would lose subscribers. Merchants dare not, because they might lose customers. Men of fashion dare not, fearing that they would lose caste. Even clerks dare not, because they might be discharged. And so I thought I would do it myself. There are many millions of people who believe the Bible to be the inspired word of God -- millions who think that this book is staff and guide, counselor and consoler; that it fills the present with peace and the future with hope -- millions who believe that it is the fountain of law, Justice and mercy, and that to its wise and benign teachings the world is indebted for its liberty, wealth and civilization -- millions who imagine that this book is a revelation from the wisdom and love of God to the brain and heart of man -- millions who regard this book as a torch that conquers the darkness of death, and pours its radiance on another world -- a world without a tear. They forget its ignorance and savagery, its hatred of liberty, its religious persecution; they remember heaven, but they forget the dungeon of eternal pain. They forget that it imprisons the brain and corrupts the heart. They forget that it is the enemy of intellectual freedom. Liberty is my religion. Liberty of hand and brain -- of thought and labor, liberty is a word hated by kings -- loathed by popes. It is a word that shatters thrones and altars -- that leaves the crowned without subjects, and the outstretched hand of superstition without alms. Liberty is the blossom and fruit of justice -- the perfume of mercy. Liberty is the seed and soil, the air and light, the dew and rain of progress, love and joy. I 
Leszek Kolakowski|For any given doctrine one wants to believe, there is never a shortage of arguments by which one can support it. 
Swami Vrhka Baba|People are the opiate of religion. 
Steve Cane|I can reassure myself that there's no god nearly every night.  I simply look up at the moon.  If a god really had the power to create earth and everything upon it, why the hell would it create the moon? Just for kicks? 
Casey|This atheist thanks God every day that I don't feel the need to go out and kill someone from a neighboring tribe/clan. 
Pascale F. Barthel|More than 2000 years ago, there was this woman who had been unfaithful, and clever as she was, invented this wonderful story about an angel and a God so she could save her life. I don't blame her, but it is about time the people out there wake up. 
Susan B. Anthony|"I distrust those people who know so well what God wants them to do because I notice it always coincides with their own desires."
Unknown|It really grinds my gears when for example someone gets in a car wreck, they are completely fucked up, head hanging off, blood pissing everywhere. The fire brigade spend an hour cutting them out while stood in a pool of petrol that could go up any second, and an ambulance crew keep this person alive by whatever magic they perform, again in the same environment. At the hospital a team of dedicated and overworked heroes put all their energy into saving this one life. After hours of groundbreaking surgery and months of painstaking therapy the patient once again has a semblance of a normal life. Who do they thank for this? They thank God and/or Jesus. Throw them back in the fucking flames.
Uknown|It's a sad day when you can't think freeley without being accused of being a heretic.
Omar Hastings Hassan|"Most religious men will blindly refuse to engage in both reason and rational argument in order to keep their safety blankets from fraying"
M.W|Justifying yer actions by tellin' us yer imaginary friend told ya it's OK makes fer a mighty poor statement.
The Reverend Doctor 348CH|seen on a child's t-shirt...Wrath of god... my nanny is scarier
Anthony W. Allsop|I swear to God, I'm not a theist!
IslamisLame Jewhommad|coined 04/04/2008 6 pm pstDon't confuse your beliefs with knowledge unless you have knowledge of your beliefs.
Marty A|The bibical defition of faith is beliving in what you can’t see.
Taylor Sutton|This film, Horton Hears a Who, is a clever description of the evolution of the Christian faith.  The popular concept of God has become so inscrutably vague and all-encompassing that persistence can now conquer logic, liberal secularists is now considered narrow-minded, and fanaticism now claims freedom as its big stick.
Baron von Knifty|Einstein said god does not play dice with the universe. But what if god did play dice, then he lost the universe in a craps game and Christians are all now actually praying to the Genovese crime family of New Jersey.
Baron von Knifty|People go to the church to play Bingo and then pray for the winning numbers. That seems rather blasphemous to me.
Baron von Knifty|Catholicism turns ugly and takes on an entirely different perspective once you realize that all those gothic cathedrals built in the Middle Ages had secret hidden passageways and fully-stocked torture chambers.
Baron von Knifty|I believe we should all treat each other in a Christian manner; that is to stone, decapitate, strangle, or burn each other alive.
prahlad kumar|Every man is an atheist untill his/her failure.
Anthony W. Allsop|IF there IS heaven it will be hell. Full of smug theists saying: "I told you so."
Anthony W. Allsop|DEATH! The ultimate in Sloth.
Thanthai Periyar|There is no godThere is no god at allHe who invented god is a foolHe who propagates god is a knaveHe who worships god is a primitive
Chad Vasey|Eternity is nothingness... consciousness is but a fleeting moment of awareness... sooner or later we all slip back into the void... never to return...
Anthony W. Allsop|One shouldn't be frightened to accept that there is no god, rather one should be glad that there is no devil.
S Madon|The fundamentals of every religion speak of the same values, the problem is that fundamentalists can't understand them.
Bob Bergey|If god is so smart how come he fails so often.
Anthony W Allsop|I fully support the creationist theory. I believe that MAN created gods.
James the Underloud|One of the only true incentives driving those of faith to maintain their beliefs is the assurance of a blissful, everlasting afterlife.  There would be no religion if following the rules or commandments landed you in Hell.  This is why religion is not about God or others--it is 99% about self promotion and personal reward--and therefore ironic and falacious at the most fundemental of levels.
Unknown...|"Faith is deciding to allow yourself to believe something your intellect would otherwise cause you to reject -- otherwise there's no need for faith."
Shipwrecked|Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods. Albert Einstein.As life is also a theater, the believers in whatever, are putting on quite a show of comedy.
Lenny Bruce|"If Jesus had been killed 20 years ago, Catholic school children would be wearing little Electric Chairs around their necks instead of crosses"
Bradford A. Harkness|If there was ever a book that boiled the brain it's the Bibles.
Unknown|You speak of morals as given by your god, but I ask of you, is it greater for a man to act in hope of reward and fear of punishment, or to act because it is the right thing to do?
Shree|"People say Children are equivalent to God. Then if God is persisting why such cute ones are killed by Evil"
Frank Herbert|[About religion]. . . is to attempt seeing Truth without knowing Falsehood. It is the attempt to see the Light without knowing Darkness. It cannot be.
David Wilkinson|Atheistic ‘Re-educational Therapy’ for Agnostics (repeat daily): "I am absolutely certain Captain Shamus the pink punk leprechaun is not hiding under my bed this morning."
Anthony W Allsop|Theism! I don't BELIEVE it!
Anthony W Allsop|The vast majority of god-fearers are just that. They are frightened to question religion.
Michael Bell|Life is not a test its a class 
